Participant	T1P1	T1P2	T2P1	T2P2	T3P1	T3P2	T4P1	T4P2	T5P1	T5P2	T6P1	T6P2	T7P1	T7P2	T8P1	T8P2	T9P1	T9P2
P11	CCCCCBBBCCCBBBAAAAACCACCCCCCCCBBBCBBBACCAAAAAAAAACCCCCBBBCCBBBBBBCCAACCCAAAAAAAAAAAAACCCCCCCBBBBBBBBBBBBCCCAACCCCAAACCCC	CCABBBACAACCCCCCBCCCBBBBBBAAAAAAAAAAACCCCCBBBBBCBCCCCCAAAAACCCCCBBBCAAAAAAAAACCCCCCCCACCBBBCAAACCAABBBBCCCAACCCCBBBBCAAACCCCBBBBBCBBBBBBCCBBCAACCCAAAAAAAAAACCCCCBBBCCCBBBCCAACCCAAAAAAAAAACCCCCAACCBBBCCCCAAAAACCCACCCCBBBCCBBAACCCCCCACCCAAAACCCCBBBACCCACCCCCAAACAAACCCCCCCCCCCCCAAAAAWWWWWWB	BBBBBBAAACCCCCCBBBBCBBCCAAAAACCCCBBBBCCBBBAACCAAAAAAAAAAAAAAAAAAAACAACCCCCBBBBBBBCCCAAAAAAACCAACCC	CBBBCCAAAACCCCCCBBBBCBBAACCCCCBBBBCCAAAAAAAACAACCCCCBBBBBAAAAAACCCCCBBCAAACCCCCCBBBBCCAAACCCCCBBBBAACCCCCBBBBBBBBAAAAAAAAACCCCCBBBBCAAAAAAACCCCBBBBBBACCAACCAACCCCBBCBBBCCAAAACAAAAACCCCCBBBCAACCCAACCCCAAAAAACAAAAAACCCCCCCCCCCWAAAWB	BCCBBBBCCAAACCCBBCCBBBCCAAAAAAACCCCBBBBBBBBAAAAAAAAAAAAAAAAAACCCCBBBBCCAACCAAAAAAAACCC	CBBBBBAACCCCBBBBCCBBBBBAAACCCCCCBAAAAACCCCCCBBBAAAAACCCCBBBAACCCCCCCBBBBBAAAACCCCCBBBBBBBAABBBBBACCCCCBBBBBBBBCAAAAAAAAAAAAAACCCCBBBBAAACAAAAAACCCBBBBBAAACCAACCCCCBBBCCAAAACAACCCCBBBBAACCCAAAAAAAACCCAWC	BBBBBBBCAAACCCCBBBBBBBBCCACAACCAAAAAAABBBBCCAAAAAACAAAAAAAAAAACCCCCBBBBBAAAACAAACCCC	CBBBBBCCCBBBBBCCCABBAAACCCCBBCBBAAACCCBBBBBAAAAAAACAACCCBBBAAAACCCCBBCCAAAABCCCCBBBBAAAAABBBCCCBBBBBBBBAAACCAAAABBBBCCCCBBBBCCAAAAACCCCBBBBCCAAAAAAAAABBCCBBBBBBACCAAAAAACCCACCCCCBBBBBAAACCCAAAAAAAAAAWWWWCCCCWC	CCBBBBBBBBBBBBCACCCCBBBBBCCCCAAACCCCBBBBBCCAAAAAAAAAAAAAACCCCBBBAAAAACCC	CBBBCCCBBBBBCAACCCCBBBBBBAAAACCCCCBBAAAAAACCCCBBAACCCCBBBAAAACCCCCBBAACCCBBCBBBBBBBCAAAACCCBBBBBCCAAAAAAAACCCCCBBBBBAAAAAAAACCCCBBBBBCCAAAAAAAAACCCBBBBAAAAACCCAAAAAAAAAWWWWCCCWC	CBBBBBBBBACCCCBBBBCBBBBBBBBCCAAAACAAAAAAAAABBBBBACCCAAAAAAAAAAAACCCCBBBBCAAAAAAAAACCC	BBBBBBCCBBBBBAAAACCCCCBBAAAAAAAAAAACCCCCCCBBAAAACCCCCBBAACCCBBBCAAAAAACCCCBBBACCCCCBBBBBBBCAAACCCCCBBBBBAAAAAAACCCCBBBBBBAAAAACCCCCBBBBBCCAAAAAAABBCCCAAAAAAACCCCCAAAAAAAAWAWWCCWC	BBBBBBBBBBACCCCBBBBBCAAAAAACCCCBBBBAAAAAAAAAAACCCBBBBBAAAAAAACCC	BBBBBAABCCCBBBAACCCBBBCAAACCCCBBBAAAAAAACCCBBBBAACCCCBBBBBBBBBBBBBAAAACCCCCBBBBAACCBBBBAAAACCCCBBBBBAAAAAAAAAAACCCCBBBBBAAAABBBCCCCACCAAAAAAAAAAAAACCCCBBBAAACCCCAAAAAAWWWWCCCWC	CBBBBAACCCCBBBBBAAAABBCAACAAAAAAAAAAAAAAAAAAAACCCBBBBBAAAAAAAACCCC	BBBBBBCCCBBBAAAAABBBBAAAACCCCCBBBBBAAAAAAACCCCBBBAAACCCBBBBAAACCCCCBBBAAAAACCCBBBBBBBCAAAAABCCCCBBBBAAAAAAAACCCCBBBBBBBBAAAABBBCCCCAAAAAAAACCCBBBAAAAAAAAAACCCCCCCAAAWWWWB	BBBBBBBBBBBBBBBBBBBBAAABBBBBBBBBBBBBBBBBBBBBBBBACCCCCAAAABBBBBBBBBBBBBBBBBBBBBBBBBBAAAAAAAAAAAAAABBBBABBBBBBBBAAAAAAAAAAAAAAAABBBBAAAAAAAAAAAB	BBBBBBBBBBABBBAAAAAAAABBBBBBBBBAAAAAAAAAAAAAAAABBBBBBBBBBBBBBBBAAAAABBBBBBBBBAAAAAAAAABBBAAAAAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAAAAAABBBBBBBBBBBBBBBBBBBBAAAAAAAAABBBBBBBBBAAAABBBBBBBBBBBAAAAAAAAAAABBAAAAAAAAAAAABBBBBBAABBBBAAAABBBBAAAAAAAAAAABBBBBBBBBAAABBBBBAAAABBBBAAAAAAAAABBAAAAAAAAAAAAAAAAABBBBBBBBAAAAAAAAAAAAAAAAAABBBBBBBAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
P12	CCCCCCCBBBBBBBCBCCCAACCAACCCCCCCBBBBBBBBCCBBBCCBBBBCBAAAAAAAAAAAAAAACCCCCCBBBBBAACACAAAAAAAAAAAAAAACCCCAAAAAAAACCAACCCCCBCCBBBBBBCAAAAAAAAAACCCC	CBBBBCBBBAACCCCCCCBBBBBAACCCCCCBBBBCCAAAAAAAACCACCAAAAACCCCCCCCCBBBBBCAACAAAAAAAAACCCCCBBBBBBBAAACCCCCCBBBAAAACCCCBBBBBBAACAAACCCCBBBBBBBBACCCCAACAACAAAAAAACCCCCBBBBBBCCAACCCAAAAAAAACCCBBBBBCCAAAACAAACCCCBBBBBBBAAAACCCCCBBBBACCCAACCACCAAACCAAACCCCCCCCCAACAAAACCCCAAAAAAACCCAAACAACCCCAACCCCCCCCCCCCCCCCAAAAAWC	CBBBBBBCCAACCCCCAABBBBBBBBCAAAAACAACCCCCCCBBBBBBBBCCAAAAACCAAAAAAAAAAAAAAAAAAAAAAAAAAAACCCBBBBBCAAAAAAAAAACCC	CCBBBBAACCCCCBBBCAACCCCCCBBACAAAACCCCBBBBBAAAACAAAAAAAACCCBBBBAACCCCCCBBBAAAACCCCBBBBACBACCAACCCCBBBBBBCCCCAACCAACAAAAAAAAAAAAAAAAAAAAAAAAAACACCCCCACBBBBCAACCAAAAAAAAAAAAACCAAAAAAAAAACCCCBBBBBBCCAACCBBBBBBAACCCCCBBCAACCCCCCCAAAAACCCAAAAAAAAACAACCCAACCAAACCCCCCCCAAWWWC	CCBBBBBBCAAAACCCCCBBBBBCCAAAACCCCCBBBBBBCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAACCCCCCCBBBBBBCCAAAACCAACCC	BBAAAACCCCCBBBAACCCBAAAACCCBBAAAAAAAAAAACAAAAAAAAAAAAAAACCCCCCBBBACCCCCCBBAACCCCCBBBACCCAAACACCCBBBBBBCCACCAACAAAAAAAAAAACCCBBBBBBBBBBBCAACCAACCCAAACCCBBBBAAAACCCCBBBBAACCAAAAACCCCCCBBBACACCCCCAAAAAAAAAAAAACCCCCAWWC	CBBBCCAAAACCCCCBBBBBBCAACCCCBBCBBAAAAAAAAAAACAAAAAAAACCCCBBBBBBBCACCAAAAAAACCC	CBBBBBCACCCCCBBABBBBAACCBBCCCAAAAAAAAACCCCCCBBAAAAAAAAAACCCCCBBBBBAAACCCCCCBBBBCAAAAACCCCCAABBBBBBCAAACCCCBBBBBBCAACAAAAAAAAAAAAAAAAAACCBBCAAAAAABBCAACCCAAACACCCBBBBBBAAAACCBBBBBBAACCCAACCBBBAAAAAAAAAAAAACCCCCAACAAAAAAAAAAAACCAAACCCCAAACCCAAWWWWWC	BBBBBBCACCCBBBBBBCAAACCCCBBBCBBAAACAAAAAAAAAAAAAAAAAAAAACCCCAAAAAAACCCCB	BBBCAAAAAAAACCCCCCBBBBBBCCCCCBBBAACCCBCAAAAAAAAAACCACCBBAABAAAAAAAAAAAACCCCCBBBBBAAAACCCCBBCAAACCCCCBAAAACCCBBBBBCAAAAAAAACCAAAAACCAAAAAAAAAAAAACCCCCBBBBCAAAAAAAAAAAACCCCCCBBBBBBAACCCACCCBBBBBAACCCCCCBBABACAAACCCCACCCCAAAAAAAAAAACCCCCCCCAWWC	CBBBAAACCCCCABCBBBBBBCCAAAAACCCCBBBBAAAAAAAAAAAAAAAACCAAAAAAAAAAAAACCAAAACCCCCCCBBBBBCCCAAAAAAAACCC	CBBBAACCCCBBACCBBBAAACCAAAAAAAAAAAAAACCCCCCCBBBAAAAAAAAAAAACCCCCBBAAACCCAAACCBBAACCCBBBBAAAAAAAAAAAAAAAAAAACCCCCBBBBCAAAAAAAAAAAAAACCBBBBCAACAAAAAAAAACCCBBBBBACCAAAACCCBBBBAAAACCCCCBBBBCCAAACCAAAACCCCCAAAAAAAAAAAACWWCCCWC	CBBBCACCCCBBBBBBCAAACCCCBBBBAAAAAAAAAAAAAACCCCBBBCCCAAAAAACC	CBBBCACCCCCBBBBACCCCBBAAAAAAAAAAAACCCCBBAAAAAAAAAAAAAACCCBBAACCCBBAAAAACCCCBAAAACCCCCCBBBBCCAAAAAAAAACCCBBBCABBAAACCCCBBBBAAAACCCCCBBBBBAACCBBABAAACCCCAAAACCCAAAAAAAAWWWCCCCWC	BBBCAACCCBBBBCCAAACCCBBBBAAAAAAAAAAAAAAAAACAAAAAAAACCCCCBBBBCAAAAAACCC	CBBBBCACCCCCCBBACCBAAAAAAAAACCCCCBBACAAAAAAAACCCBBBAACCCCCCCBBBBAAACCCCCBAACCCBBBCAAAAAAAAAAAAAACAAACCCCBBCAAAAAAAAACCCBBBBBAACCCCBBBBBAABBAAACCBAAAAAAACCCAAAAAAAAAAWWWWWWWCCWC	BBBBBBBBAAABBBBBBBBAAAAAAABBBBAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBBAAAAAAAAAAAAAAAAAB	BBBBBBBBABBAAAAAAAAAABBBBBBBAABBAAAAAAABBBABBBAABBBAAAAAABBBBBAAAAAAAAAAAAAAAABBBBAAAAABABBBBAAAAABBBBAAAAAAAAAAAAABAABBAAAAAAAAAAAAAAABBBBBBBAAAAAAAAAABBBBBBBBBBBBBBBBBBBBAAAAABBBAAAAAABBBBAAAAAAAAAAAAAAAAAAAA
P13	CCCCBBBBBCCCCCCBBBCAAACCAAAACCCCCCCCCBBBCCBBCCAACCCAAAAAAAACCCCCCBBBBCCCBBBAACAAAAAAACCCBCCCAAAAAAACCCCCCCBBBBBBBBBACCAACCCCAAACCC	CABBBBBACCCAAACCCBCCAACCCCCBBBCCBBBACCCCAAAACCCAAAAAAAAACCCCCCBBBBBCCCACCAAAAAAAAACCCCCBBBCCAACAACCCCBBCCCAAAACCCCBBBACCAAACCCCCBBBBBCCABCCBBBBCCCCAAAACCCAAAAACCCCCBBBBBBBBCBBBBBBBBBBBBBBACCCCBBBBBBBCCAACCAAAAAACCCCBBBBCBBACCACCAAACCACCCBBCCBBBBACCAAAACCAAAAAACCCBBBBBACCAAACCCCCCACCCAAACCAAAAAAAACCCCCCCCCAWC	CCCCBBBBBCCCCBBCAACCAAACCCCBBBCBBBCCBBBAAAACCCAAAAAACCCBBBCCAAAAAAAAAAAACCCCBBBBBBBBCCBBCCAAACCACACCCC	CBAAAACCCCBBBBCAACCCBCAAAAACCACCCBBBBAACCCAACCCCBBCAACCCCCBBAAAAAACCCBBCCCAACCAACCCBBBBCCBBBBBCCAAAAACAAACCCCBBBBBBCBBCCCAAAAAAAACCCCBBBBCAACCAAAAAAACCCBBCCBBACCAAAAAACCCBBCAAAAAAAAAACCCAAAAAAAAAACCCCACCAAAAAACCCCCAWWWWC	CBBBBBCCBBBAAACBBCCBBBBCCBAAAAAAACCCCBBBCAAAAAAAAAAAAAAAACAAAACCCBBBBBCBBBBCCAACCCCCAC	CAAACCCCACBBCBCAAAACAAAACCCCCCCCCCACCCCBBCACCCCBBBCAAAACCCBBBAAAACAAACCCBBBAACCCBCACCCBBBCCAACCCCBBBBBCCBBCACAAAAAACCCCCCBBBBBBBCCCAAAAAAAAACCCCCBBBCCAAAAAACCCCCBBBBCAAACCAAAAAAAACCCCBBBAAAAACCCCCAAAAAAAAAAAAACCCAAAWWWWWWC	CBBBBBBBCCCAAAAAAAAACCCBBBCCBBBBCAAAAAAACCCCCBBBBBCCBAAAAAAAAAAAAACCCCBBBBBBCCACCAAAAAACCC	BBBCCAACCCCBBBBBBAACCCCBBCAAACCCBBBBCCCAACCAAAAAAAACCCCCBBBAACCCCCBBBBCCAAAACCCBBBBCCAACCCBBBBCBBBBCAAAAACCAAACCCCBBBCBCCCAAAAAAAAAAAACCCBBBBBCAACCAAAAACCCCBBBBBBCCBBCAAACAAAAACCCCBBBACCCCAAAAACWWWCCCCWC	CBBBCBBBBBBAAACBBBCBCAAAABBCCCCAAAAAAAAAACAAAACCCBBBBBBBBCCAAAAAACCC	CBBBAAACCCCBBAAABCCBCCAAAAACCCBBAACCCAACCCCBBBAACCCBCCAAACCCCBBBCAAAAAACCCAACCCCCAAAAAABBCCAAAAAACCCCBBBCCAAACAAAACCCCBBBAACCBBACCCCBBBCAACCCCAAAACCCWWWWWC	CBBBBBBBCCAAABBCCBBBCCBBCBACAAAAACCBCCAAAAAAAAAAAAAAACCCBCCBBBBAAAAACAACC	CAACCCBBBBBBBBBCCBBBAACCBBBBCCAAAACCCBBAAACCCBBBAAACCCBBBAAACCCCCBBAAAACCCCCBBBBBCCABBBAAACCACCCCBBBBBCBBCCAAAAACCAAACCCBBBACCAAAAAACCCCCBBCCAABBCCAACCCCBBCAAAAAAAAAAAAAAAAAACCCCCCAAAACCWWWWWWC	CBBCCAAAAACCBBCCBBCCAACCCACCBCCBAAAAACCAAAAAAACCAAAAAACCCBBBBBCCCBBAACCAAAAACCAACCCB	BBBBCBBBABBCCCCAAACCAAAABBCCCCAAAAAAAABBBAACCCCCBBCCCCCAAAAAACCCCBBBAACCCCBBBBBBBCAAAAAAAAAAAAAACCCCCCBBBBBCBAAAAAAAAAACCCCBBAAAABCAACCBBBABCAACCCCBBAAACCCAAACCCCCCCWWWWWWWB	BBBCAACCCCBBCBBCAAAAACAABCCCCAAAAAAAAAAAAAACCCBBBBBBCCBCAAAAAAACC	CBBBBBBBBACCBBCCCCAAAAAAABBCCCCAAAAAAAACCCBBBABBAABBBBBCCBCCAACCCBBBAAACCCBBBBBBCCAAAAAAACCCBBBBBBBBBBBCBBCCAAAAAAAAAACCCBBBBCCAAAAAAAAAAACCBBBACCAABAACCCCCCBBCAACCCAAAACCAWAWWWB	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBCBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBABBBABAAAAAAAAAAABBBAAAAABBBBBAAAAAAAAAAAAAAAAAAAAAAABBBBBBBBAAAAAAAAAAAAAAAAAAAABBBBBBBBAAAAAAAAAAAAAAAAAAAABBBBBAABAABBBAABBAAABBBBAAAAAAAABBBBBAAAAABBBBBAAAAAABBBBBAABBAAAAAAAAAAAAAAAAAAAABBAAAAABABAABBBBBBAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAABBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBBAAAAAAAAAAABBBBBAAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAABBBAAAAAAABBBAAABBAAAAAAAAAAAAAABAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAAAAAAAAABBBBBBBBBBBBABBBBBBBAAAAAAABBBBBBBBABBAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAABBBBBBBABBBBABBAABBBBBBBBBBBBBBBAABBBBBBBAABBBBBBBBBAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB	BBBBBBBAABBBBBAABBBBBBBAAAAABBAAAABBBAAAAAAAABBAAAAAABBBBBBABBBBBABBAAAABBBBBAAABBBBBAABBAAAAAABBAAAAAAAAAAABBAAABBAAAAAAAABBBBAAAAAABBBBBAAAAAAAAAAABBBBBAAABAAAAAAAAAAAAAABBAAAAAAAAAAAAAAABBBBBBAAAAAAAAAAAA
P14	CCCBCCCCBBBBCCCBBBBBCAAACCCAACBBBCCBBAAABBCAAAAAACBCBBCBBBBCCAACCAAACAAAAAAACCCAAAACCAAAAAAAAAACCACCCCCCCBBBBBBBCCCBBCCACACCAACCCC	CACCBBBBCCAACCCCCCBBCCBBBBBBCAACCCBBBCCAAAAAAAAACAAACCCCCBBBCACAAACCBBACAACCCCBCACCCCBBACACCCCCBBBCBBCCBBBBBCCAACCAACCCCAACCCCBBBBBBCCCBBCCBBBCAACCACCAACCCACBBBCBCBCACAACCBBBBCCBCBCCAACAACCCCCBBBCCCCCACCCCCAACAAAACCCCCCCCCCCAAAAAABC	CBBBCCCACCCCCBBBCCBABBCACCACBBCBBCCCBBCCCACACCABBBAAAAAAACCCCCCCCAAACCCAACCCCCBBBBCCBBACCCBBCCCACAACCACCACC	CBBBBCACCCCBBBBBCCCCCBBCCCCACCCCABCCCCAACCCBBBCAACCAAAAAAAAAAAAAAAAAAACCAAACCAAAAAAACACCCCBBBCACCCCCBBBCCAACCCCCCCBBAACCACCCBBBCCBBBCAACCACCCAACCBCBBCAAAACACCCCCBBBCCACCAACACCCCBBBCBAAACCCBBCAACCCCAAAAACCCCCCCAAAAAWWWC	BBBBBCBACBBCCBBCCABCACCBBBCCCAAAAAAAAAAAACCAACCCCBBCAABBCCACCC	BBCCCCCBBBBCCCCCBBBCCCAAAAACCCBBAAAACCCCCCBBCCCCCAACBBBACCCCBBCCCAACBCBBCCAAAACCCCBBBCBAABCCACCACCCCCBCCBCBBBAACCCCBBCCBBBAAACCCCBBCCCAACCAAAACWWCCCC	CBBBCBBBABCCBBCBBBABBACCAACCAAACCAAAAACCAAACCBBBBCCAABBBBAACCC	CBBCCCCBBBCBABCCCAACCAACBBBCCCAACCCCCAACBBBCAACBBBCCACCBCCAACCBBBCBCAAACCCCABBBCAABBCAAACCCCBBCCAABCCCAAACCBBCBBBAACCCCCBBBBAAAAAAACWWWWC	BBBCCACCCCBBBCCCCBBBCACCCCCBCAAAAAACAAAAAAAAAAAACCBBBCCAACCBBACCCC	CBBBCCCCBBBBCABBCACCABBBBACCCBBBAACCCBBCABBBBBCACCBBCCBBACCAACCCCAACCAABBCABBCAACCCBBBCCBCCCCCCAACCBBBBAACCCBBBCCAAAAAAWWWWWC	BBACCCCCBBBBBCCBBCABBBCCAAACAAACCAAAAAACAAAAAAAAACCCCCBCCAACAACCCC	CCCBBBBBCCCCCBBBCCAAABBBCAAACCABCCBBCACBCAACBBBAACCBBCBCCCAACCCCCACBBCAABCAACCCCBBBBBBCCCCBBABBCCAAAAACCCBBBBACAAAAACWWWCCWC	BBCCACCCCBBCCBBBCAABBCBAAAAAAAAAACCCCBBBCCABCAACCCC	BBBCCCCCCBBBBCAAACCBBBBAAACCCBBBCACCCCBBBBCCCCABBCCACCCCCBBCACCAAACCCCBBBCABCAACBBCACCBBBCCCAACABBBAAAAAAWWWCCCCCWC	BBBCCCCCCBBBCABBBCACCCCCBBCAAAAAAAAAACCCBBBCACACC	CBBCCCBBBBCBBACCCBBBBAAACCBCCCCAACBBAACCBBBAACCBBBBCCAAAACCCBBCAAAAACCBBCACBBBBCCCCCAAACCBBBBBAAACBBBAAAAAAWCCCWB	BBBBBBBBBBBBBBBBBBBBBBBBAAAAAABBBBBBBBBBBAAAAAAABBBBAAAAABBBBBBBBBBBBBBBAAAABBBBBBBBCBBBBACBBBBBBBBBBBBAAAAAAAABBBBBBBBBBBBBAAAAAAAB	BBABBBAABBAAAABAABBBAAAAAAAAAAAAAABBBBAAABBBBAAABBAAAAABBBAABBBBABBBAAAABBBAABAAAAAABBBABBBBAAAAAAABBBBBAABBAAAAAAAAAABBBBBAAAAAAAAABBBBBBAAAAAAABBBBBAAAAAAAAAAAAAABAABBBBBBBBBBAAAAAAAAAAAAAAA
P15	CCCCCCBBBBCCBCCCCCCCCCCCBBBBBBBBBBACBBBBAABBBBAAACCBBBAAAAAAACCCCCCAAAABBCBBAAAAAAAAAAAAAAAAABBCBAAAAAAACCCCCCCBBBBBBBBBBBBBCBBAAACAAAAACCC	CCBBACCCCCCBBBBBBBBBAACCCCCCBBBBBBCCACCCCBBBBBCBBACCAAAAACCCCCBBBBAAAAAAACCCCBBACCCCCCCBBACCCCBAACCCBBBBCCBBBCAACAAAAAAACCCAACCCBBBCCCAAABBAAACCCCCBBBBBBACCCCCCBBBCCBBAACCCCCCBBBBACAACCCCCCAACCCCAAAAAAAAAACCCCCCAACWC	CCCBBBBBBBCCCACCBBBBBBBBBBBBBCCBBBCCBCAAAAAACCCCBBCBBAAACAAAAAAAAAAACAAAACCCCBBBBBCCCCCACCAAAACCC	BBBCCAACCCCBBBBBBBCCAACCCBBBCCCAAAAABBBBAACCCCBBBBACCCCBBBACCCBBACCCCBBBBBBBCAAAAAAAACCCCBBBCABAAACCCCCBBBBCCCAACCCCBBBBBAACCCCCBBBAACCCCCCAAAAACCCCAAAACCCWC	CCCBBBBBCAAAACCCBBBBCCABBAAAACCCCACBBBBBCCAAAAAAAAAAAAAAAAACCCCCBBBBBBCCCCAACBBACCCC	CBBBAACCCCBBBAACCCBBBBBAAAAACCCCCBBBBBBAACCCCBBACCCBBBBBCACCBBBBAACCCBBBBBCBBBAAAAAACCCCBBBBAAAAAAAAACCBBBCAACCCBBBBCAACCBBACCAAAAAAACCCAAAWWCCCCCWC	CBBBBCCAACCCBBBCABBBCAAACCBBBCAACCCAAACAAAAAAAAACCCCBBBCCAAAACCCC	BACCCCBBBBBAACCBBCCAAAACCCCBBBBAACCCCBBAACCCBACCCBBBACCBBBBBBCAAACAACCCBBBCCAABBCBBAAACCCCBBBCACCCBBBCCAAACCBBBAAAAAAAAAAAAAAAACCCCCAAAAAACCCCCCCAAAAAAAAAAAAAAAAAWC	CBBBBCCAAAACCCCBBBCCAAABBAACCBBBBBCCAAAAAAAAAAAACCCBBBBBBCCAAAACCCCC	BBBCCCCCCBBBBAACCCCBBCAAACCCCBBBAACCCBBBACCCBBBACCBBAACCBBBBCAAAAAAACCCCBBBBBCAAAACAAACCCACCCCAAAAACCAAAAAAAAAAACCBBBCCAAACCCBBBCBBACCCCBBBACCCCCCAAAAAAAAACCCCWAAAWC	CBBBBBCCCAACCCCBBBBABBBBBCCBBBCCAAACCBBBCCAAAAAAAAAAAAAAAAAACCCCBBBCCAAAACACCCC	CBBBBACCCCBBBBBBBBAACCCCBBBBCAAACCCBBBBAACCCCBBACCCCCBBBBAACCCCBBAAACCBBCBBCAAAAAACCCCCBBBBAAABBACCCBBBBBACBBBCCBAAACCCBBBABBAAAACCCCCCWAAAAAAAWC	CBBBCCAAACCCCBBBBBCCBAAACCAACCBBCBAAAAAAAAAAAAAAAAAAAACCCBBBBBAAACCAAACCCC	CBBBACCCBBBBBAACCCBBBBCCAAAACCCBBBBBAACCBBBBBAACCCBBBAACCACBBBBBACCCCBBBBCCAAAACCBBBCCAAACCCBBBBCBBACCBBBCCBBBBAAACCCBBBAAACCCAAAAAAAAAAAAAWWWCCCCCWC	BBBCCAACCBBBBBCAAACCBBAAAAAAAACAACCCCBBAAAAACCC	CBBBACCBBBBBBCCAACCBBBAACACCBBBBAAAAACCCBBBBAABBBBAACCCBBCCCBBBAACCCBBBBBCCAAAACCBBBBAAACACCBBBBBCAACCCBBBBCBBAACCCBBACCCAAAAACCAAWWB	BBBAAABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAAAAAAAAAAAAAAAAAABBAAAABAAAAABBBAABBBAAAAAAAAAAAAAAAAAAAAAAAAAABBAAAAAAAAAAAAB	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBAABBBBBBBBBBBBBBBAAAAAAABBBBABBBBBBAAABBBBAAAABBAAAAAAAABBBBBBBBBBBABBBAABBBBBBBBBABBBBBAAABBBAAABBBBAAABBBAAAAAAABBBBBBBAAAAAAAAAAABBBBBBAAAAAAAAAABBAAAAAAABBBBBBBBBBBBAAAABBBBBABBAABBBBAABBBBBBBBBBBABBBAABBBABBAAABBAABBAAAAAAAAAAABBBAAAAAAABBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABBBBBAAABBBBBBBBAAAABBBBAABBBBAAAAAAAAAAAAAAABAAAAAAABBBBBAAAAABBAAAAAAAAAAAABBBAAABBBBBBBBBAAAAAAABBAAAAAAAAAAAAAAAAABBBBAAAAAAAAA
